ENROLLMENT ID - BUYER,ENROLLMENT STATE - BUYER,PROVIDER TYPE CODE - BUYER,PROVIDER TYPE TEXT - BUYER,NPI - BUYER,MULTIPLE NPI FLAG - BUYER,CCN - BUYER,ASSOCIATE ID - BUYER,ORGANIZATION NAME - BUYER,DOING BUSINESS AS NAME - BUYER,CHOW TYPE CODE,CHOW TYPE TEXT,EFFECTIVE DATE,ENROLLMENT ID - SELLER,ENROLLMENT STATE - SELLER,PROVIDER TYPE CODE - SELLER,PROVIDER TYPE TEXT - SELLER,NPI - SELLER,MULTIPLE NPI FLAG - SELLER,CCN - SELLER,ASSOCIATE ID - SELLER,ORGANIZATION NAME - SELLER,DOING BUSINESS AS NAME - SELLER
O20160503000529,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1710344361,N,055818,9133428774,ROYAL GARDENS HEALTHCARE LLC,ROYAL GARDENS HEALTHCARE,CH,CHANGE OF OWNERSHIP,2016-01-01,O20091222000412,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528056116,N,055818,3577603695,EDINBURGH MANAGEMENT ASSOCIATES,ROYAL GARDEN EXTENDED CARE HOSPITAL
O20160503001222,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1093176950,N,445275,2961701529,"JEFFERSON CITY OPERATIONS, LLC",LIFE CARE CENTER OF JEFFERSON CITY,CH,CHANGE OF OWNERSHIP,2016-06-01,O20070719000052,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1376574301,N,445275,6608783543,"LIFE CARE CENTERS OF AMERICA, INC.",LIFE CARE CENTER OF JEFFERSON CITY
O20160503002500,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801254883,N,366202,7911206511,"CRYSTAL CARE OF IRONTON, LLC",CRYSTAL CARE OF COAL GROVE,CH,CHANGE OF OWNERSHIP,2016-03-01,O20100621000845,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295719771,N,366202,9335270255,"COAL GROVE LONG TERM CARE, INC",SUNSET NURSING CENTER
O20160504001992,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508266396,N,055119,3274832738,WEST PICO TERRACE HEALTHCARE & WELLNESS CENTRE LP,,CH,CHANGE OF OWNERSHIP,2023-10-11,O20041022000963,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1407840457,N,055119,1355310962,"COUNTRY VILLA EAST, L.P.",COUNTRY VILLA TERRACE NURSING CENTER
O20160505000439,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790194769,N,055077,6204135700,GRAND AVENUE HEALTHCARE & WELLNESS CENTRE LP,CORAL COVE POST ACUTE,CH,CHANGE OF OWNERSHIP,2023-10-11,O20041007000581,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649264912,N,055077,6901865781,"COUNTRY VILLA SOUTH BAY, LLC",COUNTRY VILLA BELMONT HEIGHTS HEALTHCARE CENTER
O20160505001091,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1659738201,N,056456,5698074003,SERRANO HEALTHCARE LLC,PALAZZO POST ACUTE,CH,CHANGE OF OWNERSHIP,2016-01-01,O20071003000487,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801827738,N,056456,6800838160,"SOUTH FORK HEALTHCARE, LLC",SERRANO SOUTH CONVALESCENT HOSPITAL
O20160505001940,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1134528904,N,555397,6305145731,LOS ANGELES REHABILITATION & WELLNESS CENTRE LP,THE REHABILITATION CENTER OF LOS ANGELES,CH,CHANGE OF OWNERSHIP,2023-10-11,O20041007000533,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1952395147,N,555397,5799744462,"COUNTRY VILLA NURSING CENTER, INC.",COUNTRY VILLA REHABILITATION CENTER
O20160505002175,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1659780096,N,056042,6507165941,BAY VISTA HEALTHCARE & WELLNESS CENTRE LP,,CH,CHANGE OF OWNERSHIP,2023-10-11,O20041007000300,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1447244801,N,056042,6901865781,"COUNTRY VILLA SOUTH BAY, LLC",COUNTRY VILLA BAY VISTA HEALTHCARE CENTER
O20160505002336,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1063812212,N,055060,6002115458,WESTWOOD HEALTHCARE & WELLNESS CENTRE LP,WESTWOOD POST ACUTE CARE,CH,CHANGE OF OWNERSHIP,2023-10-11,O20041022000953,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750375705,N,055060,7012978034,"COUNTRY VILLA WESTWOOD, A CA LTD",COUNTRY VILLA WESTWOOD CONVALESCENT CENTER
O20160506000106,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396102943,N,055899,0941509392,ROYAL PALMS POST ACUTE LLC,ROYAL PALMS POST ACUTE,CH,CHANGE OF OWNERSHIP,2016-01-01,O20100824001134,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801884481,N,055899,7113041393,"ROYAL PALMS CONVALESCENT HOSPITAL, INC",ROYAL PALMS CONVALESCENT HOSPITAL
O20160506000153,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932566189,N,555330,5496054850,RIVERSIDE POSTACUTE CARE LLC,RIVERSIDE POSTACUTE CARE,CH,CHANGE OF OWNERSHIP,2016-02-01,O20080228000222,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1710166558,N,555330,2567546674,"LIFEHOUSE RIVERSIDE OPERATIONS, LLC",RIVERSIDE HEALTHCARE CENTER
O20160506000864,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1598122038,N,055541,5890094270,ROYAL TERRACE HEALTHCARE LLC,ROYAL TERRACE HEALTHCARE,CH,CHANGE OF OWNERSHIP,2016-01-01,O20091222000380,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1437147022,N,055541,1254471378,ROYAL TERRACE LLC,ROYAL TERRACE HEALTH CARE
O20160506001352,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1093172645,N,056489,3678872074,SERRANO POST ACUTE LLC,HOLLYWOOD PREMIER HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,2016-01-01,O20050526000165,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1134156698,N,056489,1052353315,"NORTH STAR HEALTHCARE, LLC",SERRANO NORTH CONVALESCENT HOSPITAL
O20160510001202,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578924270,N,185320,8123317450,LA CENTER OPERATIONS LLC,LIFE CARE CENTER OF LA CENTER,CH,CHANGE OF OWNERSHIP,2016-06-01,O20070714000223,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1336188408,N,185320,6608783543,"LIFE CARE CENTERS OF AMERICA, INC.",LIFE CARE CENTER OF LA CENTER
O20160510001847,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1073970620,N,055259,0244529592,MONROVIA POST ACUTE LLC,MONROVIA POST ACUTE,CH,CHANGE OF OWNERSHIP,2016-01-01,O20091223000010,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1255329843,N,055259,6608786702,"MONROVIA HEALTH CARE, INC.",MONROVIA CONVALESCENT HOSPITAL
O20160512000567,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1598125635,N,315329,1052600129,SPRINGPOINT AT DENVILLE INC,THE OAKS AT DENVILLE,CH,CHANGE OF OWNERSHIP,2016-05-06,O20080828000175,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356481196,N,315329,1658446174,ST. FRANCIS LIFE CARE CORPORATION,FRANCISCAN OAKS
O20160516000209,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1326492380,N,335110,9133418148,ECRNC LLC,EVERGREEN COMMONS REHABILITATION AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,2016-04-28,O20040528000329,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831207257,N,335110,0244211894,RENSSELAER PLANNING LLC,EVERGREEN COMMONS
O20160516001473,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1023476595,N,115040,5395034243,PARKSIDE OPERATION LLC,THE CENTER FOR ADVANCED REHAB AT PARKSIDE,CH,CHANGE OF OWNERSHIP,2016-04-21,O20080131000447,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1285602714,N,115040,4981679172,HUTCHESON MEDICAL CENTER INC,PARKSIDE AT HUTCHESON MEDICAL CENTER
O20160516002096,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1518367788,N,055504,8123317096,OVERLAND TERRACE HEALTHCARE & WELLNESS CENTRE LP,,CH,CHANGE OF OWNERSHIP,2023-10-11,O20041007000406,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1780678730,N,055504,3375502149,RRT ENTERPRISES LP,COUNTRY VILLA SOUTH CONVALESCENT CENTER
O20160517002198,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972902161,N,056367,4183913924,NORTH HILLS HEALTHCARE & WELLNESS CENTRE LP,THE REHABILITATION CENTER OF NORTH HILLS,CH,CHANGE OF OWNERSHIP,2023-10-11,O20041007000505,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538153572,N,056367,1355310962,"COUNTRY VILLA EAST, L.P.",COUNTRY VILLA SHERATON NURSING AND REHABILITATION CENTER
O20160518001504,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548660350,N,055710,3971892787,WEST HOLLYWOOD HEALTHCARE & WELLNESS CENTRE LP,,CH,CHANGE OF OWNERSHIP,2023-10-11,O20041007000572,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578557526,N,055710,3375502149,RRT ENTERPRISES LP,COUNTRY VILLA WILSHIRE CONVALESCENT CENTER
O20160518002031,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1316346802,N,056377,4284923012,NORTH PALMS REHABILITATION & WELLNESS CENTRE LP,THE REHABILITATION CENTER ON PICO,CH,CHANGE OF OWNERSHIP,2023-10-11,O20041007000524,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033103205,N,056377,3375502149,RRT ENTERPRISES LP,COUNTRY VILLA NORTH CONVALESCENT CENTER
O20160519000465,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720488067,N,555726,4688963341,MAR VISTA COUNTRY VILLA HEALTHCARE & WELLNESS CENTRE LP,,CH,CHANGE OF OWNERSHIP,2023-10-11,O20041007000193,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1437143641,N,555726,3375502149,RRT ENTERPRISES LP,COUNTRY VILLA MAR VISTA NURSING CENTER
O20160519000918,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1336549500,N,055206,5294024972,SANTA ANA HEALTHCARE & WELLNESS CENTRE LP,PLAZA HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,2023-10-11,O20041006001073,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1679567853,N,055206,7416916309,"COUNTRY VILLA PLAZA, A CA LTD. PARTNERSHIP",COUNTRY VILLA PLAZA CONVALESCENT CENTER
O20160519001771,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508266768,N,055160,7113216821,PAVILION ON PICO HEALTHCARE & WELLNESS CENTRE LP,,CH,CHANGE OF OWNERSHIP,2023-10-11,O20041007000237,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568456739,N,055160,1355310962,"COUNTRY VILLA EAST, L.P.",COUNTRY VILLA PAVILION HEALTHCARE CENTER
O20160519002417,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1437568672,N,056380,8224327846,LOS FELIZ HEALTHCARE & WELLNESS CENTRE LP,,CH,CHANGE OF OWNERSHIP,2023-10-11,O20041007000467,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083608293,N,056380,7315830130,COUNTRY VILLA IMPERIAL LLC,COUNTRY VILLA LOS FELIZ NURSING CENTER
O20160520000617,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1780093393,N,056114,9638468283,EAST TERRACE REHABILITATION & WELLNESS CENTRE LP,,CH,CHANGE OF OWNERSHIP,2023-10-11,O20040930000401,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1043204324,N,056114,1355310962,"COUNTRY VILLA EAST, L.P.",COUNTRY VILLA EAST NURSING CENTER
O20160520002024,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548616014,N,245483B,8426347014,THE NORTH SHORE ESTATES LLC,,CH,CHANGE OF OWNERSHIP,2016-07-14,O20100709000854,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1093775991,N,245483B,8325083355,BENEDICTINE CARE CENTERS,ST ELIGIUS HEALTH CENTER
O20160523000236,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669834032,N,495267,3375832983,WARRENTON OPERATIONS LLC,BROOKSIDE REHAB AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,2016-03-17,O20120207000735,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1336149871,N,495267,5698830883,OAK SPRINGS NURSING HOME LLC,OAK SPRINGS OF WARRENTON
O20160525002695,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477910636,N,675968,5395722904,BEXAR COUNTY HOSPITAL DISTRICT,STONE OAK CARE CENTER,CH,CHANGE OF OWNERSHIP,2016-03-01,O20080604000306,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477728863,N,675968,0345310231,"MADISON OAK MANAGEMENT, INC.",STONE OAK CARE CENTER
O20160527000314,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639530595,N,106025,5991095291,SARASOTA SNF OPERATIONS LLC,LIFE CARE CENTER OF SARASOTA,CH,CHANGE OF OWNERSHIP,2016-07-01,O20070714000251,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356367700,N,106025,6608783543,"LIFE CARE CENTERS OF AMERICA, INC.",LIFE CARE CENTER OF SARASOTA
O20160614002350,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1114387446,N,055213,2466743943,RIALTO HEALTHCARE LLC,RIALTO POST ACUTE CARE,CH,CHANGE OF OWNERSHIP,2016-02-01,O20090701000104,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700025863,N,055213,3678624756,"VISTA COVE CARE CENTER AT RIALTO, INC.",VISTA COVE CARE CENTER AT RIALTO
O20160615000693,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1316393564,N,335187,2062703473,HUDSON POINTE ACQUISITION LLC,HUDSON POINTE AT RIVERDALE CENTER FOR NURSING AND REHABILITATION,CH,CHANGE OF OWNERSHIP,2016-06-01,O20060821000058,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578623179,Y,335187,2567465180,"RIVERDALE CENTER FOR NURSING AND REHABILITATION, LLC",
O20160617000379,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1902250129,N,195349,7113218470,TANGI PINES SENIOR CARE LLC,THE LODGE AT TANGI PINES,CH,CHANGE OF OWNERSHIP,2016-03-01,O20040616001349,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740277003,N,195349,8921082926,TANGI PINES NURSING CENTER LLC,TANGI PINES NURSING CENTER
O20160622001545,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477909638,N,335555,5890086888,COLD SPRING ACQUISITION LLC,COLD SPRING HILLS CENTER FOR NURSING AND REHABILITATION,CH,CHANGE OF OWNERSHIP,2016-06-01,O20040816000030,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1881762128,N,335555,1456324896,UPR CARE CORP,COLD SPRING HILLS CENTER FOR NURSING AND REHABILITATION
O20160622001892,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1063957645,N,365906,4880985886,MONARCH MEADOWS NURSING AND REHABILITATION LLC,MONARCH MEADOWS NURSING AND REHABILITATION,CH,CHANGE OF OWNERSHIP,2016-11-10,O20120530000300,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1346302452,N,365906,1850554932,"HILLSIDE NURSING AND REHABILITATION, INC.",HILLSIDE SKILLED NURSING AND REHABILITATION
O20160701001530,AZ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649627423,N,035116,8729370267,19TH AVENUE OPERATIONS LLC,THE REHABILITATION CENTER AT THE PALAZZO,CH,CHANGE OF OWNERSHIP,2016-05-01,O20101109000202,AZ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356656193,N,035116,5991869497,"EMERICARE, INC.",BROOKDALE CHRISTOWN
O20160705000275,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508228602,N,365817,6901198464,AHF OHIO INC,SAMARITAN CARE CENTER AND VILLA,CH,CHANGE OF OWNERSHIP,2016-05-01,O20120620000239,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1689668063,N,365817,9335303510,SAMARITAN CARE CENTER INC,
O20160705000704,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1659733723,N,366170,6901198464,AHF OHIO INC,THE SANCTUARY AT TUTTLE CROSSING,CH,CHANGE OF OWNERSHIP,2016-05-01,O20120430000415,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740274125,N,366170,6507028016,SANCTUARY AT TUTTLE CROSSING INC,SANCTUARY AT TUTTLE CROSSING INC
O20160705001395,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578917670,N,365789,6901198464,AHF OHIO INC,SANCTUARY AT WILMINGTON PLACE,CH,CHANGE OF OWNERSHIP,2016-05-01,O20061204000324,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1730173113,N,365789,5193724037,SANCTUARY AT WHISPERING MEADOWS INC,SANCTUARY AT WILMINGTON PLACE
O20160705002037,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1114389798,N,365791,6901198464,AHF OHIO INC,SANCTUARY AT OHIO VALLEY,CH,CHANGE OF OWNERSHIP,2016-05-01,O20120430000256,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1336133719,N,365791,1153583653,BRYANT HEATLH CENTER INC,THE SANCTUARY AT OHIO VALLEY
O20160712000211,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1619339306,N,055719,9537451661,VENTURA POST ACUTE LLC,VENTURA POST ACUTE,CH,CHANGE OF OWNERSHIP,2016-03-01,O20100310000903,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972516540,N,055719,2961547286,"ROGER SHEA, INC.",VENTURA CONVALESCENT HOSPITAL
O20160714001276,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366802696,N,555723,9133411978,VISTA POST ACUTE CENTER LLC,ASTOR HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,2016-02-10,O20080228000146,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1912189812,N,555723,9537243639,BHC VISTA OPERATIONS LLC,VISTA HEALTHCARE CENTER
O20160716000008,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1952765851,N,225770,3375835028,BANE BRIGHTON HOUSE LLC,BRIGHTON HOUSE REHABILITATION AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,2016-07-01,O20060306000023,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1053436154,N,225770,1052325271,"BEACON REHABILITATION & NURSING, LLC",BRIGHTON HOUSE REHABILITATION & NURSING CENTER
O20160721000512,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1629420187,N,335003,4880987395,WEST LEDGE OP LLC,THE EMERALD PEEK REHABILITATION AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,2016-04-01,O20080206000498,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184709305,N,335003,9830272319,WLOP LLC,WEST LEDGE REHABILITATION AND NURSING CENTER
O20160727001667,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1588010300,N,365155,0941593057,CARDINAL AVON INC,AVON PLACE,CH,CHANGE OF OWNERSHIP,2016-06-01,O20141211001283,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891102760,N,365155,8426370974,DIVERSICARE OF AVON LLC,AVON PLACE
O20160801002463,WA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1144210162,N,505372A,5597058362,MBB KENNEWICK LLC,REGENCY CANYON LAKES REHABILITATION AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,2016-06-01,O20120307000533,WA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1144210162,N,505372A,5991964181,"F.I.G., INC.",
O20160808000557,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1386099679,N,115633,0244524692,SB TYBEE LLC,SAVANNAH BEACH HEALTH AND REHAB,CH,CHANGE OF OWNERSHIP,2016-07-13,O20130827000514,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235579814,N,115633,2264675099,SAVANNAH BEACH HEALTHCARE & REHAB LLC,SAVANNAH BEACH HEALTH & REHAB
O20160808000595,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528416856,N,365163,1052605409,NORTHCREST ACRES NURSING & REHABILITATION CENTER LLC,NORTHCREST REHAB AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,2016-06-01,O20150130001732,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1265842025,N,365163,2961726526,NCOP LLC,ORCHARDS OF NORTHCREST LIVING AND REHAB CENTER
O20160812002164,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1659737906,N,055523,6103110135,LAC VERDUGO OPERATIONS LLC,GLENDALE POST ACUTE CENTER,CH,CHANGE OF OWNERSHIP,2016-01-01,O20100825000595,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982692570,N,055523,0244354488,ROYAL OAKS CONVALESCENT HOSPITAL INC.,ROYAL OAKS CONVALESCENT HOSPITAL
O20160816000093,RI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801247093,N,415004,1850685785,ROYAL WESTERLY LLC,,CH,CHANGE OF OWNERSHIP,2016-07-01,O20071205000667,RI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669464699,N,415004,5496844953,"WESTERLY NURSING HOME, INC.",WESTERLY NURSING HOME
O20160816002182,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720449788,N,365799,9537453428,WEST PARK CARE CENTER LLC,,CH,CHANGE OF OWNERSHIP,2016-06-01,O20110930000396,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1124018429,N,365799,4385816016,COLUMBUS WEST HEALTH CARE COMPANY,COLUMBUS WEST PARK NURSING AND REHABILITATION CENTER
O20160817003464,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1003295411,N,335267,3072808872,185 OLD MILITARY ROAD OPERATING COMPANY LLC,ELDERWOOD OF UIHLEIN AT LAKE PLACID,CH,CHANGE OF OWNERSHIP,2016-10-04,O20061005000356,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538179809,N,335267,9638081284,ADIRONDACK MEDICAL CENTER,UIHLEIN LIVING CENTER
O20160819000037,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639623929,N,335659,2365737038,TERRACE ACQUISITION II LLC,FORDHAM NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2016-08-01,O20091027000249,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1780681874,N,335659,2860539798,"TERRACE HEALTHCARE CENTER, INC.",
O20160823002353,VT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306222989,N,475019B,9234424755,1248 HOSPITAL DRIVE OPERATIONS LLC,ST JOHNSBURY HEALTH AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2016-09-01,O20110906000303,VT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1992793491,N,475019B,4082884879,ST. JOHNSBURY HEALTH AND REHABILITATION CENTER LLC,ST. JOHNSBURY HEALTH AND REHABILITATION CENTER
O20160823003149,VT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831574052,N,475027B,6406141944,2 BLACKBERRY LANE OPERATIONS LLC,BENNINGTON HEALTH AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2016-09-01,O20110902000261,VT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1063409043,N,475027B,9739097478,BENNINGTON HEALTH AND REHABILITATION CENTER LLC,BENNINGTON HEALTH AND REHABILITATION CENTER
O20160825000161,VT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1598132730,N,475025B,7911292248,105 CHESTER ROAD OPERATIONS LLC,SPRINGFIELD NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2016-09-01,O20110906000245,VT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1730177239,N,475025B,1850561648,SPRINGFIELD HEALTH AND REHABILITATION CENTER LLC,SPRINGFIELD HEALTH AND REHABILITATION CENTER
O20160825002873,VT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942686738,N,475014B,1951696178,300 PEARL STREET OPERATIONS LLC,BURLINGTON HEALTH AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2016-09-01,O20110906000070,VT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942297940,N,475014B,0345410114,BURLINGTON HEALTH AND REHABILITATION CENTER LLC,BURLINGTON HEALTH AND REHABILITATION CENTER
O20160826000111,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1629425491,N,345197,0143515379,WILLOW RIDGE HEALTHCARE LLC,WILLOW RIDGE OF NC,CH,CHANGE OF OWNERSHIP,2016-06-01,O20101005000482,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609886159,N,345197,3971795253,"WILLOW RIDGE OF NC, LLC",WILLOW RIDGE OF NORTH CAROLINA
O20160826000263,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1922456664,N,345415,0648565879,PINEVILLE HEALTHCARE LLC,PINEVILLE REHABILITATION AND LIVING CENTER,CH,CHANGE OF OWNERSHIP,2016-06-01,O20041210000185,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1225019409,N,345415,7517924640,PINEVILLE REHABILITATION AND LIVING,PINEVILLE REHABILITATION AND LIVING CENTER LLC
O20160826002202,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306293170,N,345228,5597050799,RIDGEWOOD HEALTHCARE LLC,RIDGEWOOD LIVING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2016-06-01,O20100506000143,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851474274,N,345228,8628106077,RIDGEWOOD RLC LLC,RIDGEWOOD MANOR
O20160826002378,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669821336,N,345434,8527353721,CARVER HEALTHCARE LLC,CARVER LIVING CENTER,CH,CHANGE OF OWNERSHIP,2016-06-01,O20040122001033,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851336754,N,345434,8527960368,DURHAM LIMITED PARTNERSHIP III,CARVER LIVING CENTER
