ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,NURSING HOME PROVIDER NAME,AFFILIATION ENTITY NAME,AFFILIATION ENTITY ID,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE
O20021113000002,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801888235,N,365953,8921916354,OTTERBEIN ST MARYS,OTTERBEIN ST MARYS,2001-02-21,OH,CORPORATION,,N,OTTERBEIN ST MARYS RETIREMENT COMMUNITY,OTTERBEIN SENIORLIFE,389,11230 STATE ROUTE 364,,SAINT MARYS,OH,458859534
O20021113000004,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1992797328,N,365346,2567370992,OTTERBEIN LEBANON,,2001-02-21,OH,CORPORATION,,N,OTTERBEIN LEBANON RETIREMENT COMMUNITY,OTTERBEIN SENIORLIFE,389,585 N STATE ROUTE 741,,LEBANON,OH,450368840
O20021118000009,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982708459,N,395845,9133037492,CRANBERRY PLACE,,2002-09-09,PA,CORPORATION,,N,CRANBERRY PLACE,UPMC SENIOR COMMUNITIES,537,5 SAINT FRANCIS WAY,,CRANBERRY TWP,PA,160665119
O20021119000003,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1871519736,N,106049,0244148518,"NEW PORT RICHEY MEDICAL INVESTORS, LLC",LIFE CARE CENTER OF NEW PORT RICHEY,,,LLC,,P,LIFE CARE CENTER OF NEW PORT RICHEY,LIFE CARE CENTERS OF AMERICA,311,7400 TROUBLE CREEK RD,,NEW PORT RICHEY,FL,346535642
O20021120000026,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235249368,N,105770,3779491055,HEALTH FACILITIES INC.,TRI COUNTY NURSING HOME,1990-05-01,FL,CORPORATION,,N,TRI-COUNTY NURSING HOME,,,7280 SW STATE RD 26,,TRENTON,FL,326935881
O20021121000001,ME,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184615320,N,205166,0941118228,"GORHAM HEALTH CARE, INC",GORHAM HOUSE,1989-05-08,ME,CORPORATION,,P,GORHAM HOUSE,,,50 NEW PORTLAND RD,,GORHAM,ME,040381542
O20021121000016,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528052412,N,315340,0749198034,HEBREW OLD AGE CENTER OF ATLANTIC CITY,SEASHORE GARDENS LIVING CENTER,1934-08-03,NJ,CORPORATION,,N,SEASHORE GARDENS LIVING CENTER,,,22 W JIMMIE LEEDS ROAD,,GALLOWAY,NJ,082059422
O20021121000027,ME,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942291281,N,205063,0244147270,CLOVER MANOR INC,CLOVER HEALTH CARE,1973-09-23,ME,CORPORATION,,P,CLOVER HEALTH CARE,,,440  MINOT                         AVE,,AUBURN,ME,042104332
O20021125000016,SD,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487641395,N,435073,7214845536,"BETHESDA HOME OF ABERDEEN, INC.",BETHESDA HOME OF ABERDEEN,1982-05-31,SD,CORPORATION,,N,BETHESDA HOME OF ABERDEEN,,,1224 S HIGH ST,,ABERDEEN,SD,574017724
O20021202000003,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1427005032,N,265185,5092623330,"CAPE GIRARDEAU OPERATIONS, LLC",LIFE CARE CENTER OF CAPE GIRARDEAU,,,LLC,,P,LIFE CARE CENTER OF CAPE GIRARDEAU,LIFE CARE CENTERS OF AMERICA,311,365 S BROADVIEW ST,,CAPE GIRARDEAU,MO,637035761
O20021202000005,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568419232,N,265340,2365350600,"SULLIVAN OPERATIONS, LLC",LIFE CARE CENTER OF SULLIVAN,,,LLC,,P,LIFE CARE CENTER OF SULLIVAN,LIFE CARE CENTERS OF AMERICA,311,875 DUNSFORD DR,,SULLIVAN,MO,630801238
O20021202000032,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1881628105,N,106047,9133037484,"INVERRARY MEDICAL INVESTORS, LLC",LIFE CARE CENTER AT INVERRARY,,,LLC,,P,LIFE CARE CENTER AT INVERRARY,LIFE CARE CENTERS OF AMERICA,311,4300 ROCK ISLAND RD,,LAUDERHILL,FL,333194528
O20021202000037,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1457343261,N,165480,2567370810,ST FRANCIS MANOR INC,ST FRANCIS MANOR,1976-05-10,IA,CORPORATION,,N,ST FRANCIS MANOR,,,2021 4TH AVE,,GRINNELL,IA,501122064
O20021202000041,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740237411,N,015186,1557279809,"GLEN HAVEN HEALTH AND REHABILITATION, LLC",,2002-11-08,AL,LLC,,P,"GLEN HAVEN HEALTH AND REHABILITATION, LLC",NHS MANAGEMENT,372,2201 32ND ST,,NORTHPORT,AL,354765230
O20021202000042,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750338547,N,015034,3274441522,HUNTER CREEK HEALTH AND REHABILITATION LLC,,2002-11-08,AL,LLC,,P,"HUNTER CREEK HEALTH AND REHABILITATION, LLC",NHS MANAGEMENT,372,3200 HUNTER CREEK RD,,NORTHPORT,AL,354733393
O20021202000043,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649210600,N,015210,4183532435,"OPP HEALTH AND REHABILITATION, LLC",,,,LLC,,P,"OPP HEALTH AND REHABILITATION, LLC",NHS MANAGEMENT,372,115 W PAULK AVE,,OPP,AL,364671630
O20021203000003,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750337093,N,015208,8628986874,"OZARK HEALTH AND REHABILITATION, LLC",,,,LLC,,P,"OZARK HEALTH AND REHABILITATION, LLC",NHS MANAGEMENT,372,312 BRYAN DR,,OZARK,AL,363601120
O20021203000013,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1447248372,N,165479,9133037385,CALVIN COMMUNITY,CALVIN COMMUNITY,1962-06-12,IA,CORPORATION,,N,CALVIN COMMUNITY,,,4210 HICKMAN RD,,DES MOINES,IA,503103333
O20021206000016,ID,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1497761050,N,135055,2163330440,VALLEY VISTA CARE CORPORATION,VALLEY VISTA CARE CENTER OF SANDPOINT,1999-12-30,ID,CORPORATION,,N,VALLEY VISTA CARE CENTER OF SANDPOINT,,,220 S DIVISION AVE,,SANDPOINT,ID,838641759
O20021209000009,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942272570,N,365482,8628986817,"ALTERCARE OF NAVARRE CENTER FOR REHABILITATION AND NURSING CARE, INC.",,2001-08-24,OH,CORPORATION,,P,ALTERCARE OF NAVARRE CTR FOR REHAB & NRSG CARE,ALTERCARE,26,517 PARK ST NW,,NAVARRE,OH,446629267
O20021209000015,AK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851336176,N,025010,9436067618,PEACEHEALTH,KETCHIKAN MEDICAL CENTER - LTC,1976-06-15,WA,CORPORATION,,N,KETCHIKAN MED CTR NEW HORIZONS TRANSITIONAL CARE,,,3100 TONGASS AVE,,KETCHIKAN,AK,999015746
O20021209000016,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1386616829,N,365268,3678481868,"ALTERCARE OF WADSWORTH CENTER FOR REHABILITATION & NURSING CARE, INC",,2001-08-24,OH,CORPORATION,,P,ALTERCARE OF WADSWORTH,ALTERCARE,26,147 GARFIELD ST,,WADSWORTH,OH,442811431
O20021210000004,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568434108,N,365300,5890603096,"ALTERCARE POST-ACUTE REHABILITATION CENTER, INC.",,2001-08-24,OH,CORPORATION,,P,ALTERCARE POST-ACUTE REHAB CENTER,ALTERCARE,26,1463 TALLMADGE RD,,KENT,OH,442406664
O20021210000007,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295707883,N,365402,0345158549,"ALTERCARE OF ALLIANCE CENTER FOR REHABILITATION AND NURSING CARE, INC.",,2001-08-24,OH,CORPORATION,,P,ALTERCARE OF ALLIANCE CTR FOR REHAB & NC INC,ALTERCARE,26,11750  KLINGER  AVE NE,,ALLIANCE,OH,446011113
O20021210000008,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750353363,N,366027,4880502087,"ALTERCARE OF HARTVILLE CENTER FOR REHABILITATION & NURSING CARE, INC.",,2001-08-24,OH,CORPORATION,,P,ALTERCARE OF HARTVILLE CTR FOR,ALTERCARE,26,1420 SMITH KRAMER ST NE,,HARTVILLE,OH,446328730
O20021210000012,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609848217,N,365625,7416865613,ALTERCARE OF BUCYRUS CENTER FOR REHABILITATION & NURSING CARE INC,,2001-08-29,OH,CORPORATION,,P,ALTERCARE OF BUCYRUS CENTER FO,ALTERCARE,26,1929 WHETSTONE ST,,BUCYRUS,OH,448203564
O20021211000007,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1689769846,N,366258,2961310180,"SHEPHERD OF THE VALLEY LUTHERAN RETIREMENT SERVICES, INC.",SHEPHERD OF THE VALLEY HOWLAND,1972-01-03,OH,CORPORATION,,N,SHEPHERD OF THE VALLEY HOWLAND,,,4100 N RIVER RD NE,,WARREN,OH,444841041
O20021212000005,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1962500231,N,445388,3779491907,"GENERATIONS HEALTH ASSOCIATION, INC",GENERATIONS CENTER OF SPENCER,1993-07-16,TN,CORPORATION,,N,GENERATIONS CENTER OF SPENCER,,,87 GENERATIONS DR,,SPENCER,TN,385853027
O20021212000016,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669528105,N,265747,2365350592,RATLIFF ENTERPRISES LLC,RATLIFF CARE CENTER,,,LLC,,P,RATLIFF CARE CENTER,,,717 N SPRIGG ST,,CAPE GIRARDEAU,MO,637014815
O20021216000000,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609863737,N,075432,4688582729,MATTATUCK HEALTH CARE FACILITY INC,"MATTATUCK HEALTH CARE FACILITY, INC.",1978-07-23,CT,CORPORATION,,P,"MATTATUCK HEALTH CARE FACILITY, INC.",,,9 CLIFF ST,,WATERBURY,CT,067102125
O20021217000011,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194712760,N,165484,4789592841,ST LUKE HOMES & SERVICES INC,ST LUKE LUTHERAN NURSING HOME,1963-08-23,IA,CORPORATION,,N,ST LUKE LUTHERAN NURSING HOME,,,1301 SAINT LUKE DR,,SPENCER,IA,513016043
O20021217000026,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1518914225,N,015142,4486562543,"LINEVILLE HEALTH AND REHABILITATION, LLC",,2002-11-08,AL,LLC,,P,"LINEVILLE HEALTH AND REHABILITATION, LLC",NHS MANAGEMENT,372,88073 HIGHWAY 9,,LINEVILLE,AL,362666943
O20021218000003,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366478786,N,375425,4789592858,GREGSTON NURSING HOME INC,GREGSTON NURSING HOME,1960-11-29,OK,CORPORATION,,P,"GREGSTON NURSING HOME, INC.",,,711 SOUTH BROADWAY STREET,,MARLOW,OK,730553313
O20021219000014,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366438657,N,175456,5395653489,VILLA MARIA INC,VILLA MARIA,1974-06-24,KS,CORPORATION,,N,VILLA MARIA,,,116 S CENTRAL AVE,,MULVANE,KS,671101718
O20021220000016,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1497831754,N,165486,5092623199,RUTHVEN COMMUNITY CARE CENTER INC,RUTHVEN COMMUNITY CARE CENTER,1984-11-01,IA,CORPORATION,,N,RUTHVEN COMMUNITY CARE CENTER,,,2701 MITCHELL ST,,RUTHVEN,IA,513587794
O20021226000016,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194780189,N,165473,0547178667,SUNRISE MANOR,SUNRISE RETIREMENT COMMUNITY,,,CORPORATION,,N,SUNRISE RETIREMENT COMMUNITY,,,5501 GORDON DR,,SIOUX CITY,IA,511062008
O20021227000001,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1770681496,N,185449,8527976653,ASHLAND NURSING HOME CORPORATION,KINGSBROOK LIFECARE CENTER,2000-07-28,KY,CORPORATION,,N,KINGSBROOK LIFECARE CENTER,,,2500 STATE ROUTE 5,,ASHLAND,KY,411029102
O20021230000040,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1457308066,N,015336,5890603831,"LUVERNE HEALTH AND REHABILITATION, LLC",,2002-11-08,AL,LLC,,P,"LUVERNE HEALTH AND REHABILITATION, LLC",NHS MANAGEMENT,372,142 W 3RD ST,,LUVERNE,AL,360491348
O20021231000009,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1407803109,N,015326,5496663437,"PARK MANOR HEALTH AND REHABILITATION, LLC",,2002-11-08,AL,LLC,,P,"PARK MANOR HEALTH AND REHABILITATION, LLC",NHS MANAGEMENT,372,2201 MCFARLAND BLVD,,NORTHPORT,AL,354762943
O20030102000008,NH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1285798090,N,305063,1456269406,NEW HAMPSHIRE ODDFELLOWS HOME,PRESIDENTIAL OAKS,1883-08-15,NH,CORPORATION,,N,PRESIDENTIAL OAKS,,,200 PLEASANT ST,,CONCORD,NH,033012505
O20030103000018,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982779724,N,165476,7618885682,COLONIAL MANORS OF COLUMBUS COMMUNITY INC,COLONIAL MANOR OF COLUMBUS COMMUNITY,1973-03-30,IA,CORPORATION,,P,COLONIAL MANORS OF COLUMBUS COMMUNITY,,,814 SPRINGER AVE,,COLUMBUS JUNCTION,IA,527381305
O20030106000019,SC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1992752414,N,425127,1759299746,"PRUITTHEALTH - ROCK HILL, LLC",PRUITTHEALTH - ROCK HILL,2007-09-25,SC,LLC,,P,PRUITTHEALTH- ROCK HILL,PRUITTHEALTH,434,261 S HERLONG AVE,,ROCK HILL,SC,297321159
O20030106000021,SC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639125198,N,425113,2466360458,"PRUITTHEALTH - DILLON, LLC",PRUITTHEALTH - DILLON,2007-01-12,GA,LLC,,P,PRUITTHEALTH- DILLON,PRUITTHEALTH,434,413 LAKESIDE CT,,DILLON,SC,295361926
O20030106000028,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1134107212,N,495365,3870401292,RBM OPCO OF LEBANON LLC,MAPLE GROVE NURSING & REHAB CENTER,2023-11-30,VA,LLC,,P,MAPLE GROVE NURSING & REHAB CENTER,KISSITO HEALTHCARE,302,318 E MAIN ST,,LEBANON,VA,242664614
O20030107000016,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831139898,N,015187,6103734116,MOUNDVILLE HEALTH AND REHABILITATION LLC,,2002-11-08,AL,LLC,,P,"MOUNDVILLE HEALTH AND REHABILITATION, LLC",NHS MANAGEMENT,372,121 UNION ST,,MOUNDVILLE,AL,354744069
O20030108000015,CO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508931536,N,065380,5991613812,STATE OF COLORADO,COLORADO STATE VETERANS COMMUNITY LIVING CENTER AT FITZSIMONS,,CO,OTHER,GOVERNMENT AGENCY,N,VETERANS COMMUNITY LIVING CENTER AT FITZSIMONS,,,1919 QUENTIN STREET,COLORADO STATE VETERANS COMMUNITY LIVING CENTER AT,AURORA,CO,800457125
O20030109000006,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528051109,N,165482,8224946157,UNITED PRESBYTERIAN HOME,UNITED PRESBYTERIAN HOME,1947-09-01,IA,CORPORATION,,N,UNITED PRESBYTERIAN HOME,,,1203 E WASHINGTON ST,,WASHINGTON,IA,523532168
O20030110000010,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568452548,N,335168,0840108791,OCEANVIEW NURSING & REHABILITATION CENTER LLC,"OCEANVIEW NURSING & REHABILITATION CENTER, LLC",2011-02-24,NY,LLC,,P,OCEANVIEW NURSING & REHABILITATION CARE CENTER,,,315 BEACH 9TH ST,,FAR ROCKAWAY,NY,116915507
O20030114000016,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508843947,N,165487,8022926526,WESLEY RETIREMENT SERVICES INC,WESLEY ON GRAND,1950-06-21,IA,CORPORATION,,N,WESLEY ON GRAND,WESLEYLIFE,561,3520 GRAND AVE,,DES MOINES,IA,503124359
O20030115000019,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932107612,N,175224,2860300670,MORAN NURSING LLC,MORAN MANOR,2002-04-01,DE,LLC,,P,MORAN MANOR,AMERICARE SENIOR LIVING,34,3940 US HIGHWAY 54,,MORAN,KS,667553921
O20030115000027,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083612782,N,175241,2365350188,SABETHA NURSING LLC,SABETHA MANOR,2002-04-02,DE,LLC,,P,SABETHA MANOR,AMERICARE SENIOR LIVING,34,1441  OREGON ST,,SABETHA,KS,665342134
O20030115000028,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1881692572,N,175256,0446168264,"OSAGE NURSING, LLC",OSAGE NURSING & REHABILITATION CENTER,2002-04-01,DE,LLC,,P,OSAGE NURSING & REHABILITATION CENTER,AMERICARE SENIOR LIVING,34,1017 MAIN ST,,OSAGE CITY,KS,665231249
O20030116000000,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538167200,N,175276,2062320880,"NORTH POINT SKILLED NURSING, LLC",NORTHPOINT SKILLED NURSING CENTER,2002-04-01,DE,LLC,,P,NORTH POINT SKILLED NURSING CENTER,AMERICARE SENIOR LIVING,34,908 N PEARL ST,,PAOLA,KS,660711140
O20030116000001,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1760593818,N,365832,3870401698,"UNIVERSITY MANOR HEALTHCARE GROUP, INC",UNIVERSITY MANOR HEALTH CARE CENTER,2002-10-03,OH,CORPORATION,,P,UNIVERSITY MANOR HEALTH & REHA,,,2186 AMBLESIDE DR,,CLEVELAND,OH,441064620
O20030116000005,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1164429841,N,265169,1951219773,"PIONEER NURSING, LLC",PIONEER SKILLED NURSING CENTER,2002-04-01,DE,LLC,,P,PIONEER SKILLED NURSING CENTER,AMERICARE SENIOR LIVING,34,1500 S KANSAS AVE,,MARCELINE,MO,646581716
O20030116000007,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1780682468,N,175249,9032027859,"HERITAGE HEALTH CARE, LLC",HERITAGE HEALTH CARE CENTER,2002-04-01,DE,LLC,,P,HERITAGE HEALTH CARE CENTER,AMERICARE SENIOR LIVING,34,1630 W 2ND ST,,CHANUTE,KS,667201930
O20030116000014,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841297645,N,265495,5294643011,ST. CLAIR NURSING LLC,ST CLAIR NURSING CENTER,2002-04-01,DE,LLC,,P,ST CLAIR NURSING CENTER,AMERICARE SENIOR LIVING,34,1035 PLAZA CT N,,ST CLAIR,MO,630771129
O20030116000017,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1043218738,N,175232,8820906647,"PLEASANT VALLEY NURSING, LLC",PLEASANT VALLEY MANOR,2002-04-02,DE,LLC,,P,PLEASANT VALLEY MANOR,AMERICARE SENIOR LIVING,34,623 E ELM ST,,SEDAN,KS,673611406
O20030116000019,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740212760,N,265361,4284542010,BOONVILLE NO2 INC,RIVERDELL CARE CENTER,2002-07-17,MO,CORPORATION,,P,RIVERDELL CARE CENTER,CIRCLE B ENTERPRISES,145,1121 11TH ST,,BOONVILLE,MO,652331419
O20030116000024,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790783496,N,175286,2365350196,WHEATLAND NURSING LLC,WHEATLAND NURSING & REHAB CENTER,2002-04-02,DE,LLC,,P,WHEATLAND NURSING & REHABILITATION CENTER,AMERICARE SENIOR LIVING,34,320 S LINCOLN ST,,RUSSELL,KS,676652910
O20030116000030,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609874387,N,175233,9335057165,"GALENA NURSING & REHAB, LLC",GALENA NURSING & REHAB CENTER,2002-04-02,DE,LLC,,P,GALENA NURSING & REHAB CENTER,AMERICARE SENIOR LIVING,34,1220 E 8TH ST,,GALENA,KS,667391865
O20030116000033,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306843057,N,265492,4789592510,"CHAFFEE NURSING, LLC",CHAFFEE NURSING CENTER,2002-04-01,DE,LLC,,P,CHAFFEE NURSING CENTER,AMERICARE SENIOR LIVING,34,12273 STATE HIGHWAY 77,,CHAFFEE,MO,637408219
O20030116000034,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700883584,N,265531,9234047069,HERITAGE NURSING LLC,HERITAGE NURSING CENTER - SKILLED NURSING BY AMERICARE,2002-04-02,DE,LLC,,P,HERITAGE NURSING CENTER-SKILLED NURS BY AMERICARE,AMERICARE SENIOR LIVING,34,1802 SAINT FRANCIS ST,BOX 827,KENNETT,MO,638571568
O20030116000035,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1316945975,N,015202,7315855145,MCGUFFEY HEALTHCARE L.L.C,MCGUFFEY HEALTH & REHABILITATION CENTER,2002-11-22,AL,LLC,,P,MCGUFFEY HEALTH & REHABILITATION CENTER,,,2301 RAINBOW DR,,GADSDEN,AL,359015517
O20030120000003,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1205945904,N,495369,1658289400,"PATRIOTS COLONY, INC.",RIVERSIDE LIFELONG HEALTH & REHABILITATION PATRIOTS COLONY,1993-06-03,VA,CORPORATION,,N,RIVERSIDE LIFELONG HEALTH & REHABILITATION PATRI,,,6000 PATRIOTS COLONY DR,,WILLIAMSBURG,VA,231881396
O20030120000021,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1811996507,N,055353,8921916784,"ROSE PARK HEALTHCARE ASSOCIATES,INC.",SHORELINE HEALTHCARE CENTER,2002-06-20,NV,CORPORATION,,P,SHORELINE HEALTHCARE CENTER,THE ENSIGN GROUP,507,4029E ANAHEIM ST,,LONG BEACH,CA,908044110
O20030121000012,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1811095425,N,366233,9133037906,"H&G NURSING HOMES, INC",MORRIS NURSING HOME,1982-04-01,OH,CORPORATION,,P,MORRIS NURSING HOME,,,322 S CHARITY ST,,BETHEL,OH,451061324
O20030124000011,OR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1124181987,N,385049,9537077235,"WASCO COUNTY NURSING CARE, INC.",COLUMBIA BASIN CARE FACILITY,1997-03-11,OR,CORPORATION,,N,COLUMBIA BASIN CARE FACILITY,,,1015 WEBBER ST,,THE DALLES,OR,970583586
O20030124000014,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1376538157,N,146042,7517875214,HENRY & JANE VONDERLIETH LIVING CENTER INC,THE H & J VONDERLIETH LVG CTR,1971-03-26,IL,CORPORATION,,N,"H & J VONDERLIETH LVG CTR, THE",HERITAGE OPERATIONS GROUP,651,1120 N TOPPER DR,,MOUNT PULASKI,IL,625481401
O20030127000000,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1063419612,N,335165,6901714609,NEW SURFSIDE NURSING HOME LLC,"NEW SURFSIDE NURSING HOME, LLC",,,LLC,,P,PREMIER NSG & REHAB CENTER OF FAR ROCKAWAY,BENJAMIN LANDA,646,2241 NEW HAVEN AVE,,FAR ROCKAWAY,NY,116912538
O20030127000007,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1265425490,N,165488,2163330879,TWILIGHT ACRES INC.,TWILIGHT ACRES,1961-02-02,IA,CORPORATION,,N,TWILIGHT ACRES,,,600 W 6TH ST,,WALL LAKE,IA,514667006
O20030128000002,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558471714,N,146047,0648188367,WESLEY VILLAGE INC,,1975-04-10,IL,CORPORATION,,N,WESLEY VILLAGE,,,1200E GRANT ST,,MACOMB,IL,614553428
O20030128000034,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1043314602,N,345090,4880502517,PPRC NURSING HOME INC,WESTCHESTER MANOR AT PROVIDENCE PLACE,2000-08-23,NC,CORPORATION,,N,,,,1795 WESTCHESTER DR,,HIGH POINT,NC,27262
O20030130000005,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1902950397,N,165383,1052229705,GREENFIELD MANOR INC,GREENFIELD REHABILITATION & HEALTH CARE CENTER,,,CORPORATION,,P,GREENFIELD REHABILITATION & HEALTH CARE CENTER,,,615 SE KENT ST,,GREENFIELD,IA,508499454
O20030131000022,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528152600,N,235470,5890603583,MERCY SERVICES FOR AGING NONPROFIT HOUSING CORPORATION,SANCTUARY AT BELLBROOK,1988-03-16,MI,CORPORATION,,N,BELLBROOK,TRINITY HEALTH,525,873 WEST AVON ROAD,,ROCHESTER HILLS,MI,483072705
O20030131000023,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669479804,N,235446,2163330853,DECKERVILLE NURSING CENTER LLC,AUTUMNWOOD OF DECKERVILLE,1999-09-27,MI,LLC,,P,AUTUMNWOOD OF DECKERVILLE,CIENA HEALTHCARE/LAUREL HEALTH CARE,144,3387 ELLA ST,,DECKERVILLE,MI,484277720
O20030131000034,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1336198191,N,525567,0648188334,"NORTHERN LIGHTS SERVICES, INC.",NORTHERN LIGHTS HEALTHCARE,,,OTHER,NON-PROFIT FACILITY,N,NORTHERN LIGHTS HCC,,,706 BRATLEY DR,,WASHBURN,WI,548911143
O20030131000046,AZ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1265432777,N,035262,2860301553,"THE LINGENFELTER CENTER, LTD",THE LINGENFELTER CENTER,2003-02-21,AZ,CORPORATION,,P,THE LINGENFELTER CENTER,,,1099 SUNRISE AVE,,KINGMAN,AZ,864016825
O20030203000000,WV,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972584290,N,515107,8123936010,UNITED HOSPITAL CENTER INC,UNITED TRANSITIONAL CARE CENTER,1970-01-01,WV,OTHER,NON-PROFIT,P,UNITED TRANSITIONAL CARE CENTER,,,327 MEDICAL PARK DRIVE,5 NORTH,BRIDGEPORT,WV,263309006
O20030203000002,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477539070,N,366275,5294644985,"NORTHFIELD VILLAGE RETIREMENT COMMUNITY, LTD.",NORTHFIELD VILLAGE SKILLED NURSING & REHABILITATION,,,LLC,,P,NORTHFIELD VILLAGE RETIREMENT COMMUNITY,VRC MANAGEMENT,555,10267 NORTHFIELD RD,,NORTHFIELD,OH,440671418
O20030203000031,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528051901,N,165485,7911816616,LUTHERAN RETIREMENT HOME INC.,LUTHERAN RETIREMENT HOME,1956-10-31,IA,CORPORATION,,N,LUTHERAN RETIREMENT HOME,,,701 9TH N ST,,NORTHWOOD,IA,504591093
